Genes dropped due to baseline enrichment beneath the 0.05 percentile and below1mean value
gene_name	low_baseline_mark
MIR4747	h3k36me3_body
LOC100129216	h3k27me3_body
MIR4748	h3k36me3_body
LOC100129291	h3k27me3_body
MIR4749	h3k36me3_body
LOC100129307	h3k27me3_body
MIR4750	h3k36me3_body
LOC100129316	h3k27me3_body
MIR4751	h3k36me3_body
LOC100129345	h3k27me3_body
MIR4752	h3k36me3_body
LOC100129434	h3k27me3_body
MIR4753	h3k36me3_body
LOC100129518	h3k27me3_body
MIR4754	h3k36me3_body
LOC100129534	h3k27me3_body
MIR4755	h3k36me3_body
LOC100129550	h3k27me3_body
MIR4756	h3k36me3_body
LOC100129603	h3k27me3_body
MIR4757	h3k36me3_body
LOC100129617	h3k27me3_body
MIR4758	h3k36me3_body
LOC100129620	h3k27me3_body
MIR4759	h3k36me3_body
LOC100129636	h3k27me3_body
MIR4760	h3k36me3_body
LOC100129697	h3k27me3_body
MIR4761	h3k36me3_body
LOC100129917	h3k27me3_body
MIR4762	h3k36me3_body
LOC100129924	h3k27me3_body
MIR4763	h3k36me3_body
LOC100129931	h3k27me3_body
MIR4764	h3k36me3_body
LOC100129935	h3k27me3_body
MIR4765	h3k36me3_body
LOC100129940	h3k27me3_body
MIR4766	h3k36me3_body
LOC100130075	h3k27me3_body
MIR4767	h3k36me3_body
MIR4768	h3k36me3_bodyLOC100130172	h3k27me3_body

LOC100130238	h3k27me3_body
MIR4769	h3k36me3_body
LOC100130264	h3k27me3_body
MIR4770	h3k36me3_body
LOC100130298	h3k27me3_body
MIR4771-1	h3k36me3_body
LOC100130331	h3k27me3_body
MIR4771-2	h3k36me3_body
LOC100130357	h3k27me3_body
MIR4772	h3k36me3_body
LOC100130370	h3k27me3_body
MIR4773-1	h3k36me3_body
LOC100130417	h3k27me3_body
MIR4773-2	h3k36me3_body
LOC100130451	h3k27me3_body
MIR4774	h3k36me3_body
LOC100130452	h3k27me3_body
MIR4775	h3k36me3_body
LOC100130476	h3k27me3_body
MIR4776-1	h3k36me3_body
LOC100130520	h3k27me3_body
MIR4776-2	h3k36me3_body
LOC100130548	h3k27me3_body
MIR4777	h3k36me3_body
LOC100130587	h3k27me3_body
MIR4778	h3k36me3_body
LOC100130673	h3k27me3_body
MIR4779	h3k36me3_body
LOC100130691	h3k27me3_body
MIR4780	h3k36me3_body
LOC100130698	h3k27me3_body
MIR4781	h3k36me3_body
LOC100130705	h3k27me3_body
MIR4782	h3k36me3_body
LOC100130744	h3k27me3_body
MIR4783	h3k36me3_body
LOC100130849	h3k27me3_body
MIR4784	h3k36me3_body
LOC100130872	h3k27me3_body
MIR4785	h3k36me3_body
LOC100130880	h3k27me3_body
MIR4786	h3k36me3_body
LOC100130899	h3k27me3_body
MIR4787	h3k36me3_body
LOC100130950	h3k27me3_body
MIR4788	h3k36me3_body
LOC100130964	h3k27me3_body
MIR4789	h3k36me3_body
LOC100130987	h3k27me3_body
MIR4790	h3k36me3_body
LOC100130992	h3k27me3_body
MIR4791	h3k36me3_body
LOC100131047	h3k27me3_body
MIR4792	h3k36me3_body
LOC100131107	h3k27me3_body
MIR4793	h3k36me3_body
LOC100131257	h3k27me3_body
MIR4794	h3k36me3_body
LOC100131289	h3k27me3_body
MIR4795	h3k36me3_body
MIR4796	h3k36me3_bodyLOC100131303	h3k27me3_body

LOC100131347	h3k27me3_body
MIR4797	h3k36me3_body
LOC100131496	h3k27me3_body
MIR4798	h3k36me3_body
LOC100131626	h3k27me3_body
MIR4799	h3k36me3_body
LOC100131635	h3k27me3_body
MIR4800	h3k36me3_body
LOC100131655	h3k27me3_body
MIR4801	h3k36me3_body
LOC100132057	h3k27me3_body
MIR4802	h3k36me3_body
LOC100132062	h3k27me3_body
MIR4803	h3k36me3_body
LOC100132062	h3k27me3_body
MIR4804	h3k36me3_body
LOC100132077	h3k27me3_body
MIR483	h3k36me3_body
LOC100132078	h3k27me3_body
MIR484	h3k36me3_body
LOC100132111	h3k27me3_body
MIR485	h3k36me3_body
LOC100132146	h3k27me3_body
MIR486-1	h3k36me3_body
LOC100132147	h3k27me3_body
MIR486-2	h3k36me3_body
LOC100132174	h3k27me3_body
MIR487A	h3k36me3_body
LOC100132215	h3k27me3_body
MIR487B	h3k36me3_body
LOC100132249	h3k27me3_body
MIR488	h3k36me3_body
LOC100132287	h3k27me3_body
MIR489	h3k36me3_body
LOC100132287	h3k27me3_body
MIR490	h3k36me3_body
LOC100132304	h3k27me3_body
MIR491	h3k36me3_body
LOC100132356	h3k27me3_body
MIR492	h3k36me3_body
LOC100132686	h3k27me3_body
MIR493	h3k36me3_body
LOC100132735	h3k27me3_body
MIR494	h3k36me3_body
LOC100132741	h3k27me3_body
MIR495	h3k36me3_body
LOC100132781	h3k27me3_body
MIR496	h3k36me3_body
LOC100132813	h3k27me3_body
MIR497	h3k36me3_body
LOC100132831	h3k27me3_body
MIR497HG	h3k36me3_body
LOC100133050	h3k27me3_body
MIR498	h3k36me3_body
LOC100133077	h3k27me3_body
MIR4999	h3k36me3_body
LOC100133091	h3k27me3_body
MIR499A	h3k36me3_body
LOC100133267	h3k27me3_body
MIR499B	h3k36me3_body
LOC100133286	h3k27me3_body
MIR5000	h3k36me3_body
LOC100133315	h3k27me3_body
MIR5001	h3k36me3_body
LOC100133331	h3k27me3_body
MIR5002	h3k36me3_body
LOC100133331	h3k27me3_body
MIR5003	h3k36me3_body
LOC100133461	h3k27me3_body
MIR5004	h3k36me3_body
LOC100133669	h3k27me3_body
MIR5006	h3k36me3_body
LOC100133920	h3k27me3_body
MIR5007	h3k36me3_body
LOC100133985	h3k27me3_body
MIR5008	h3k36me3_body
LOC100134317	h3k27me3_body
MIR5009	h3k36me3_body
LOC100134368	h3k27me3_body
MIR500A	h3k36me3_body
LOC100134391	h3k27me3_body
MIR500B	h3k36me3_body
LOC100134868	h3k27me3_body
MIR501	h3k36me3_body
LOC100144595	h3k27me3_body
MIR5010	h3k36me3_body
LOC100147773	h3k27me3_body
MIR5011	h3k36me3_body
LOC100190940	h3k27me3_body
MIR502	h3k36me3_body
LOC100190986	h3k27me3_body
MIR503	h3k36me3_body
LOC100192426	h3k27me3_body
MIR503HG	h3k36me3_body
LOC100240728	h3k27me3_body
MIR504	h3k36me3_body
LOC100240734	h3k27me3_body
MIR5047	h3k36me3_body
LOC100240735	h3k27me3_body
MIR505	h3k36me3_body
LOC100268168	h3k27me3_body
MIR506	h3k36me3_body
LOC100270746	h3k27me3_body
MIR507	h3k36me3_body
LOC100270804	h3k27me3_body
MIR508	h3k36me3_body
LOC100271832	h3k27me3_body
MIR5087	h3k36me3_body
LOC100272217	h3k27me3_body
MIR5088	h3k36me3_body
LOC100286922	h3k27me3_body
MIR5089	h3k36me3_body
LOC100287010	h3k27me3_body
MIR509-1	h3k36me3_body
LOC100287015	h3k27me3_body
MIR509-2	h3k36me3_body
LOC100287036	h3k27me3_body
MIR509-3	h3k36me3_body
LOC100287042	h3k27me3_body
MIR5090	h3k36me3_body
LOC100287072	h3k27me3_body
MIR5091	h3k36me3_body
LOC100287497	h3k27me3_body
MIR5092	h3k36me3_body
LOC100287592	h3k27me3_body
MIR5093	h3k36me3_body
LOC100287632	h3k27me3_body
MIR5095	h3k36me3_body
LOC100287704	h3k27me3_body
MIR5095	h3k36me3_body
LOC100287728	h3k27me3_body
MIR5096	h3k36me3_body
LOC100287792	h3k27me3_body
MIR5096	h3k36me3_body
LOC100287834	h3k27me3_body
MIR510	h3k36me3_body
LOC100287846	h3k27me3_body
MIR5100	h3k36me3_body
LOC100287896	h3k27me3_body
MIR511	h3k36me3_body
LOC100287944	h3k27me3_body
MIR512-1	h3k36me3_body
LOC100288069	h3k27me3_body
MIR512-2	h3k36me3_body
LOC100288123	h3k27me3_body
MIR513A1	h3k36me3_body
LOC100288152	h3k27me3_body
MIR513A2	h3k36me3_body
LOC100288162	h3k27me3_body
MIR513B	h3k36me3_body
LOC100288181	h3k27me3_body
MIR513C	h3k36me3_body
LOC100288254	h3k27me3_body
MIR514A1	h3k36me3_body
LOC100288570	h3k27me3_body
MIR514A2	h3k36me3_body
LOC100288748	h3k27me3_body
MIR514A3	h3k36me3_body
LOC100288778	h3k27me3_body
MIR514B	h3k36me3_body
LOC100288798	h3k27me3_body
MIR515-1	h3k36me3_body
LOC100288842	h3k27me3_body
MIR515-2	h3k36me3_body
LOC100288846	h3k27me3_body
MIR516A1	h3k36me3_body
LOC100288866	h3k27me3_body
MIR516A2	h3k36me3_body
LOC100288911	h3k27me3_body
MIR516B1	h3k36me3_body
LOC100289230	h3k27me3_body
MIR516B2	h3k36me3_body
LOC100289333	h3k27me3_body
MIR517A	h3k36me3_body
LOC100289361	h3k27me3_body
MIR517B	h3k36me3_body
LOC100289473	h3k27me3_body
MIR517C	h3k36me3_body
LOC100289495	h3k27me3_body
MIR5186	h3k36me3_body
LOC100289511	h3k27me3_body
MIR5187	h3k36me3_body
LOC100289561	h3k27me3_body
MIR5188	h3k36me3_body
LOC100289580	h3k27me3_body
MIR5189	h3k36me3_body
LOC100289650	h3k27me3_body
MIR518A1	h3k36me3_body
LOC100289673	h3k27me3_body
MIR518A2	h3k36me3_body
LOC100294145	h3k27me3_body
MIR518B	h3k36me3_body
LOC100294362	h3k27me3_body
MIR518C	h3k36me3_body
LOC100303749	h3k27me3_body
MIR518D	h3k36me3_body
LOC100335030	h3k27me3_body
MIR518E	h3k36me3_body
LOC100379224	h3k27me3_body
MIR518F	h3k36me3_body
LOC100419170	h3k27me3_body
MIR5190	h3k36me3_body
LOC100420587	h3k27me3_body
MIR5191	h3k36me3_body
LOC100421746	h3k27me3_body
MIR5192	h3k36me3_body
LOC100422212	h3k27me3_body
MIR5193	h3k36me3_body
LOC100422737	h3k27me3_body
MIR5194	h3k36me3_body
LOC100499194	h3k27me3_body
MIR5195	h3k36me3_body
LOC100499484	h3k27me3_body
MIR5196	h3k36me3_body
LOC100499484-C9ORF174	h3k27me3_body
MIR5197	h3k36me3_body
LOC100499489	h3k27me3_body
MIR519A1	h3k36me3_body
LOC100500773	h3k27me3_body
MIR519A2	h3k36me3_body
LOC100505478	h3k27me3_body
MIR519B	h3k36me3_body
LOC100505515	h3k27me3_body
MIR519C	h3k36me3_body
LOC100505530	h3k27me3_body
MIR519D	h3k36me3_body
LOC100505549	h3k27me3_body
MIR519E	h3k36me3_body
LOC100505585	h3k27me3_body
MIR520A	h3k36me3_body
LOC100505588	h3k27me3_body
MIR520B	h3k36me3_body
LOC100505609	h3k27me3_body
MIR520C	h3k36me3_body
LOC100505622	h3k27me3_body
MIR520D	h3k36me3_body
LOC100505625	h3k27me3_body
MIR520E	h3k36me3_body
LOC100505635	h3k27me3_body
MIR520F	h3k36me3_body
LOC100505658	h3k27me3_body
MIR520G	h3k36me3_body
LOC100505666	h3k27me3_body
MIR520H	h3k36me3_body
LOC100505715	h3k27me3_body
MIR521-1	h3k36me3_body
LOC100505716	h3k27me3_body
MIR521-2	h3k36me3_body
LOC100505736	h3k27me3_body
MIR522	h3k36me3_body
LOC100505771	h3k27me3_body
MIR523	h3k36me3_body
LOC100505782	h3k27me3_body
MIR524	h3k36me3_body
LOC100505795	h3k27me3_body
MIR525	h3k36me3_body
LOC100505797	h3k27me3_body
MIR526A1	h3k36me3_body
LOC100505817	h3k27me3_body
MIR526A2	h3k36me3_body
LOC100505824	h3k27me3_body
MIR526B	h3k36me3_body
LOC100505841	h3k27me3_body
MIR527	h3k36me3_body
LOC100505853	h3k27me3_body
MIR532	h3k36me3_body
LOC100505878	h3k27me3_body
MIR539	h3k36me3_body
LOC100505887	h3k27me3_body
MIR541	h3k36me3_body
LOC100505912	h3k27me3_body
MIR542	h3k36me3_body
LOC100505915	h3k27me3_body
MIR543	h3k36me3_body
LOC100505918	h3k27me3_body
MIR544A	h3k36me3_body
LOC100505920	h3k27me3_body
MIR544B	h3k36me3_body
LOC100505921	h3k27me3_body
MIR545	h3k36me3_body
LOC100505938	h3k27me3_body
MIR548A1	h3k36me3_body
LOC100505942	h3k27me3_body
MIR548A2	h3k36me3_body
LOC100505978	h3k27me3_body
MIR548A3	h3k36me3_body
LOC100505984	h3k27me3_body
MIR548AA1	h3k36me3_body
LOC100506016	h3k27me3_body
MIR548AA2	h3k36me3_body
LOC100506022	h3k27me3_body
MIR548AB	h3k36me3_body
LOC100506023	h3k27me3_body
MIR548AC	h3k36me3_body
LOC100506071	h3k27me3_body
MIR548AD	h3k36me3_body
LOC100506076	h3k27me3_body
MIR548AE1	h3k36me3_body
LOC100506082	h3k27me3_body
MIR548AE2	h3k36me3_body
LOC100506083	h3k27me3_body
MIR548AG1	h3k36me3_body
LOC100506085	h3k27me3_body
MIR548AG2	h3k36me3_body
LOC100506098	h3k27me3_body
MIR548AH	h3k36me3_body
LOC100506100	h3k27me3_body
MIR548AI	h3k36me3_body
LOC100506107	h3k27me3_body
MIR548AJ1	h3k36me3_body
LOC100506122	h3k27me3_body
MIR548AJ2	h3k36me3_body
LOC100506123	h3k27me3_body
MIR548AK	h3k36me3_body
LOC100506124	h3k27me3_body
MIR548AL	h3k36me3_body
LOC100506125	h3k27me3_body
MIR548AM	h3k36me3_body
LOC100506127	h3k27me3_body
MIR548AN	h3k36me3_body
LOC100506136	h3k27me3_body
MIR548AO	h3k36me3_body
LOC100506142	h3k27me3_body
MIR548AP	h3k36me3_body
LOC100506159	h3k27me3_body
MIR548AQ	h3k36me3_body
LOC100506175	h3k27me3_body
MIR548AQ	h3k36me3_body
LOC100506178	h3k27me3_body
MIR548AR	h3k36me3_body
LOC100506188	h3k27me3_body
MIR548AS	h3k36me3_body
LOC100506207	h3k27me3_body
MIR548AT	h3k36me3_body
LOC100506258	h3k27me3_body
MIR548AU	h3k36me3_body
LOC100506271	h3k27me3_body
MIR548AU	h3k36me3_bodyLOC100506272	h3k27me3_body

LOC100506274	h3k27me3_body
MIR548AV	h3k36me3_body
LOC100506281	h3k27me3_body
MIR548AW	h3k36me3_body
LOC100506286	h3k27me3_body
MIR548AX	h3k36me3_body
LOC100506302	h3k27me3_body
MIR548AY	h3k36me3_body
LOC100506314	h3k27me3_body
MIR548AZ	h3k36me3_body
LOC100506321	h3k27me3_body
MIR548B	h3k36me3_body
LOC100506368	h3k27me3_body
MIR548BA	h3k36me3_body
LOC100506371	h3k27me3_body
MIR548BB	h3k36me3_body
LOC100506384	h3k27me3_body
MIR548C	h3k36me3_body
LOC100506388	h3k27me3_body
MIR548D1	h3k36me3_body
LOC100506393	h3k27me3_body
MIR548D2	h3k36me3_body
LOC100506403	h3k27me3_body
MIR548F1	h3k36me3_body
LOC100506406	h3k27me3_body
MIR548F2	h3k36me3_body
LOC100506422	h3k27me3_body
MIR548F3	h3k36me3_body
LOC100506444	h3k27me3_body
MIR548F3	h3k36me3_body
LOC100506470	h3k27me3_body
MIR548F4	h3k36me3_body
LOC100506472	h3k27me3_body
MIR548F5	h3k36me3_body
LOC100506474	h3k27me3_body
MIR548G	h3k36me3_body
LOC100506476	h3k27me3_body
MIR548H1	h3k36me3_body
LOC100506497	h3k27me3_body
MIR548H2	h3k36me3_body
LOC100506498	h3k27me3_body
MIR548H3	h3k36me3_body
LOC100506526	h3k27me3_body
MIR548H3	h3k36me3_body
LOC100506548	h3k27me3_body
MIR548H5	h3k36me3_body
LOC100506551	h3k27me3_body
MIR548I1	h3k36me3_body
LOC100506585	h3k27me3_body
MIR548I2	h3k36me3_body
LOC100506603	h3k27me3_body
MIR548I3	h3k36me3_body
LOC100506606	h3k27me3_body
MIR548I4	h3k36me3_body
LOC100506639	h3k27me3_body
MIR548J	h3k36me3_body
LOC100506675	h3k27me3_body
MIR548K	h3k36me3_body
LOC100506679	h3k27me3_body
MIR548L	h3k36me3_bodyLOC100506682	h3k27me3_body

LOC100506688	h3k27me3_body
MIR548M	h3k36me3_body
LOC100506691	h3k27me3_body
MIR548N	h3k36me3_body
LOC100506700	h3k27me3_body
MIR548O	h3k36me3_body
LOC100506725	h3k27me3_body
MIR548O2	h3k36me3_body
LOC100506730	h3k27me3_body
MIR548P	h3k36me3_body
LOC100506746	h3k27me3_body
MIR548Q	h3k36me3_body
LOC100506747	h3k27me3_body
MIR548S	h3k36me3_body
LOC100506790	h3k27me3_body
MIR548T	h3k36me3_body
LOC100506801	h3k27me3_body
MIR548U	h3k36me3_body
LOC100506804	h3k27me3_body
MIR548V	h3k36me3_body
LOC100506844	h3k27me3_body
MIR548W	h3k36me3_body
LOC100506858	h3k27me3_body
MIR548X	h3k36me3_body
LOC100506860	h3k27me3_body
MIR548X2	h3k36me3_body
LOC100506869	h3k27me3_body
MIR548XHG	h3k36me3_body
LOC100506885	h3k27me3_body
MIR548Y	h3k36me3_body
LOC100506895	h3k27me3_body
MIR548Z	h3k36me3_body
LOC100506937	h3k27me3_body
MIR550A1	h3k36me3_body
LOC100506985	h3k27me3_body
MIR550A2	h3k36me3_body
LOC100506990	h3k27me3_body
MIR550A3	h3k36me3_body
LOC100507002	h3k27me3_body
MIR550B1	h3k36me3_body
LOC100507006	h3k27me3_body
MIR550B2	h3k36me3_body
LOC100507053	h3k27me3_body
MIR551A	h3k36me3_body
LOC100507065	h3k27me3_body
MIR551B	h3k36me3_body
LOC100507071	h3k27me3_body
MIR552	h3k36me3_body
LOC100507073	h3k27me3_body
MIR553	h3k36me3_body
LOC100507091	h3k27me3_body
MIR554	h3k36me3_body
LOC100507140	h3k27me3_body
MIR555	h3k36me3_body
LOC100507144	h3k27me3_body
MIR556	h3k36me3_body
LOC100507156	h3k27me3_body
MIR557	h3k36me3_body
LOC100507175	h3k27me3_body
MIR5571	h3k36me3_body
LOC100507194	h3k27me3_body
MIR5579	h3k36me3_body
LOC100507195	h3k27me3_bodyMIR558	h3k36me3_body

MIR5580	h3k36me3_body
LOC100507201	h3k27me3_body
MIR5581	h3k36me3_body
LOC100507205	h3k27me3_body
MIR5582	h3k36me3_body
LOC100507210	h3k27me3_body
MIR5583-1	h3k36me3_body
LOC100507250	h3k27me3_body
MIR5583-2	h3k36me3_body
LOC100507277	h3k27me3_body
MIR5584	h3k36me3_body
LOC100507283	h3k27me3_body
MIR5585	h3k36me3_body
LOC100507291	h3k27me3_body
MIR5586	h3k36me3_body
LOC100507334	h3k27me3_body
MIR5587	h3k36me3_body
LOC100507346	h3k27me3_body
MIR5588	h3k36me3_body
LOC100507351	h3k27me3_body
MIR5589	h3k36me3_body
LOC100507373	h3k27me3_body
MIR559	h3k36me3_body
LOC100507377	h3k27me3_body
MIR5590	h3k36me3_body
LOC100507384	h3k27me3_body
MIR5591	h3k36me3_body
LOC100507387	h3k27me3_body
MIR561	h3k36me3_body
LOC100507388	h3k27me3_body
MIR563	h3k36me3_body
LOC100507389	h3k27me3_body
MIR564	h3k36me3_body
LOC100507391	h3k27me3_body
MIR566	h3k36me3_body
LOC100507406	h3k27me3_body
MIR567	h3k36me3_body
LOC100507424	h3k27me3_body
MIR568	h3k36me3_body
LOC100507431	h3k27me3_body
MIR5680	h3k36me3_body
LOC100507437	h3k27me3_body
MIR5681A	h3k36me3_body
LOC100507443	h3k27me3_body
MIR5681B	h3k36me3_body
LOC100507461	h3k27me3_body
MIR5682	h3k36me3_body
LOC100507464	h3k27me3_body
MIR5683	h3k36me3_body
LOC100507468	h3k27me3_body
MIR5684	h3k36me3_body
LOC100507472	h3k27me3_body
MIR5685	h3k36me3_body
LOC100507477	h3k27me3_body
MIR5687	h3k36me3_body
LOC100507487	h3k27me3_body
MIR5688	h3k36me3_body
LOC100507506	h3k27me3_body
MIR5689	h3k36me3_body
LOC100507507	h3k27me3_body
MIR5689HG	h3k36me3_body
LOC100507534	h3k27me3_body
MIR569	h3k36me3_body
LOC100507537	h3k27me3_body
MIR5690	h3k36me3_body
LOC100507547	h3k27me3_body
MIR5691	h3k36me3_body
LOC100507548	h3k27me3_body
MIR5692A1	h3k36me3_body
LOC100507557	h3k27me3_body
MIR5692A1	h3k36me3_body
LOC100507564	h3k27me3_body
MIR5692A2	h3k36me3_body
LOC100507577	h3k27me3_body
MIR5692A2	h3k36me3_body
LOC100507600	h3k27me3_body
MIR5692B	h3k36me3_body
LOC100507634	h3k27me3_body
MIR5692C1	h3k36me3_body
LOC100507639	h3k27me3_body
MIR5692C2	h3k36me3_body
LOC100507642	h3k27me3_body
MIR5693	h3k36me3_body
LOC100507657	h3k27me3_body
MIR5694	h3k36me3_body
LOC100507661	h3k27me3_body
MIR5695	h3k36me3_body
LOC100507670	h3k27me3_body
MIR5696	h3k36me3_body
LOC100508046	h3k27me3_body
MIR5697	h3k36me3_body
LOC100508631	h3k27me3_body
MIR5698	h3k36me3_body
LOC100630923	h3k27me3_body
MIR5699	h3k36me3_body
LOC100631378	h3k27me3_body
MIR570	h3k36me3_body
LOC100652758	h3k27me3_body
MIR5700	h3k36me3_body
LOC100652768	h3k27me3_body
MIR5701-1	h3k36me3_body
LOC100652931	h3k27me3_body
MIR5701-2	h3k36me3_body
LOC100652999	h3k27me3_body
MIR5701-3	h3k36me3_body
LOC100996249	h3k27me3_body
MIR5702	h3k36me3_body
LOC100996251	h3k27me3_body
MIR5703	h3k36me3_body
LOC100996263	h3k27me3_body
MIR5704	h3k36me3_body
LOC100996286	h3k27me3_body
MIR5705	h3k36me3_body
LOC100996291	h3k27me3_body
MIR5706	h3k36me3_body
LOC100996324	h3k27me3_body
MIR5707	h3k36me3_body
LOC100996325	h3k27me3_body
MIR5708	h3k36me3_body
LOC100996335	h3k27me3_body
MIR571	h3k36me3_body
LOC100996338	h3k27me3_body
MIR572	h3k36me3_body
LOC100996342	h3k27me3_body
MIR573	h3k36me3_body
LOC100996345	h3k27me3_body
MIR5739	h3k36me3_body
LOC100996349	h3k27me3_body
MIR574	h3k36me3_body
LOC100996351	h3k27me3_body
MIR575	h3k36me3_body
LOC100996385	h3k27me3_body
MIR577	h3k36me3_body
LOC100996415	h3k27me3_body
MIR578	h3k36me3_body
LOC100996419	h3k27me3_body
MIR5787	h3k36me3_body
LOC100996432	h3k27me3_body
MIR579	h3k36me3_body
LOC100996437	h3k27me3_body
MIR580	h3k36me3_body
LOC100996447	h3k27me3_body
MIR581	h3k36me3_body
LOC100996455	h3k27me3_body
MIR583	h3k36me3_body
LOC100996579	h3k27me3_body
MIR585	h3k36me3_body
LOC100996583	h3k27me3_body
MIR586	h3k36me3_body
LOC100996624	h3k27me3_body
MIR587	h3k36me3_body
LOC100996630	h3k27me3_body
MIR588	h3k36me3_body
LOC100996634	h3k27me3_body
MIR589	h3k36me3_body
LOC100996635	h3k27me3_body
MIR590	h3k36me3_body
LOC100996654	h3k27me3_body
MIR591	h3k36me3_body
LOC100996664	h3k27me3_body
MIR592	h3k36me3_body
LOC100996671	h3k27me3_body
MIR593	h3k36me3_body
LOC100996679	h3k27me3_body
MIR595	h3k36me3_body
LOC100996693	h3k27me3_body
MIR596	h3k36me3_body
LOC100996694	h3k27me3_body
MIR597	h3k36me3_body
LOC100996842	h3k27me3_body
MIR598	h3k36me3_body
LOC101054525	h3k27me3_body
MIR599	h3k36me3_body
LOC101059915	h3k27me3_body
MIR600	h3k36me3_body
LOC101059948	h3k27me3_body
MIR600HG	h3k36me3_body
LOC101060019	h3k27me3_body
MIR601	h3k36me3_body
LOC101060091	h3k27me3_body
MIR602	h3k36me3_body
LOC101060385	h3k27me3_body
MIR603	h3k36me3_body
LOC101060389	h3k27me3_body
MIR604	h3k36me3_body
LOC101060391	h3k27me3_body
MIR605	h3k36me3_body
LOC101060498	h3k27me3_body
MIR606	h3k36me3_body
LOC101060524	h3k27me3_body
MIR6068	h3k36me3_body
LOC101060542	h3k27me3_body
MIR6069	h3k36me3_body
LOC101060553	h3k27me3_body
MIR607	h3k36me3_body
LOC101241902	h3k27me3_body
MIR6070	h3k36me3_body
LOC101243545	h3k27me3_body
MIR6071	h3k36me3_body
LOC101409256	h3k27me3_body
MIR6072	h3k36me3_body
LOC101448202	h3k27me3_body
MIR6073	h3k36me3_body
LOC101559451	h3k27me3_body
MIR6074	h3k36me3_body
LOC101593348	h3k27me3_body
MIR6075	h3k36me3_body
LOC101805491	h3k27me3_body
MIR6076	h3k36me3_body
LOC101926889	h3k27me3_body
MIR6077	h3k36me3_body
LOC101926892	h3k27me3_body
MIR6078	h3k36me3_body
LOC101926897	h3k27me3_body
MIR6079	h3k36me3_body
LOC101926898	h3k27me3_body
MIR608	h3k36me3_body
LOC101926905	h3k27me3_body
MIR6080	h3k36me3_body
LOC101926908	h3k27me3_body
MIR6081	h3k36me3_body
LOC101926913	h3k27me3_body
MIR6082	h3k36me3_body
LOC101926915	h3k27me3_body
MIR6083	h3k36me3_body
LOC101926933	h3k27me3_body
MIR6084	h3k36me3_body
LOC101926934	h3k27me3_body
MIR6086	h3k36me3_body
LOC101926935	h3k27me3_body
MIR6087	h3k36me3_body
LOC101926940	h3k27me3_body
MIR6088	h3k36me3_body
LOC101926941	h3k27me3_body
MIR6089	h3k36me3_body
LOC101926942	h3k27me3_body
MIR6089	h3k36me3_body
LOC101926943	h3k27me3_body
MIR609	h3k36me3_body
LOC101926944	h3k27me3_body
MIR6090	h3k36me3_body
LOC101926948	h3k27me3_body
MIR610	h3k36me3_body
LOC101926951	h3k27me3_body
MIR611	h3k36me3_body
LOC101926955	h3k27me3_body
MIR612	h3k36me3_body
LOC101926960	h3k27me3_body
MIR6124	h3k36me3_body
LOC101926962	h3k27me3_body
MIR6125	h3k36me3_body
LOC101926963	h3k27me3_body
MIR6126	h3k36me3_body
LOC101926964	h3k27me3_body
MIR6127	h3k36me3_body
LOC101926966	h3k27me3_body
MIR6128	h3k36me3_body
LOC101926968	h3k27me3_body
MIR6129	h3k36me3_body
LOC101926975	h3k27me3_body
MIR613	h3k36me3_body
LOC101926983	h3k27me3_body
MIR6130	h3k36me3_body
LOC101927000	h3k27me3_body
MIR6131	h3k36me3_body
LOC101927009	h3k27me3_body
MIR6132	h3k36me3_body
LOC101927018	h3k27me3_body
MIR6133	h3k36me3_body
LOC101927020	h3k27me3_body
MIR6134	h3k36me3_body
LOC101927021	h3k27me3_body
MIR614	h3k36me3_body
LOC101927023	h3k27me3_body
MIR615	h3k36me3_body
LOC101927027	h3k27me3_body
MIR616	h3k36me3_body
LOC101927038	h3k27me3_body
MIR6165	h3k36me3_body
LOC101927040	h3k27me3_body
MIR617	h3k36me3_body
LOC101927043	h3k27me3_body
MIR618	h3k36me3_body
LOC101927045	h3k27me3_body
MIR619	h3k36me3_body
LOC101927048	h3k27me3_body
MIR620	h3k36me3_body
LOC101927050	h3k27me3_body
MIR621	h3k36me3_body
LOC101927051	h3k27me3_body
MIR622	h3k36me3_body
LOC101927053	h3k27me3_body
MIR623	h3k36me3_body
LOC101927055	h3k27me3_body
MIR624	h3k36me3_body
LOC101927056	h3k27me3_body
MIR625	h3k36me3_body
LOC101927058	h3k27me3_body
MIR627	h3k36me3_body
LOC101927059	h3k27me3_body
MIR631	h3k36me3_body
LOC101927062	h3k27me3_body
MIR632	h3k36me3_body
LOC101927066	h3k27me3_body
MIR633	h3k36me3_body
LOC101927069	h3k27me3_body
MIR634	h3k36me3_body
LOC101927070	h3k27me3_body
MIR635	h3k36me3_body
LOC101927078	h3k27me3_body
MIR636	h3k36me3_body
LOC101927082	h3k27me3_body
MIR637	h3k36me3_body
LOC101927087	h3k27me3_body
MIR638	h3k36me3_body
LOC101927100	h3k27me3_body
MIR639	h3k36me3_body
LOC101927120	h3k27me3_body
MIR640	h3k36me3_body
LOC101927123	h3k27me3_body
MIR641	h3k36me3_body
LOC101927124	h3k27me3_body
MIR642A	h3k36me3_body
LOC101927131	h3k27me3_body
MIR642B	h3k36me3_body
LOC101927132	h3k27me3_body
MIR643	h3k36me3_body
LOC101927136	h3k27me3_body
