Genes dropped due to baseline enrichment beneath the 0.05 percentile and below1mean value
gene_name	low_baseline_mark
CNTLN	h3k36me3_body
CNTN1	h3k36me3_body
CNTN2	h3k36me3_body
CNTN3	h3k36me3_body
CNTN4	h3k36me3_body
CNTN4-AS1	h3k36me3_body
CNTN4-AS2	h3k36me3_body
CNTN5	h3k36me3_body
CNTN6	h3k36me3_body
CNTNAP1	h3k36me3_body
CNTNAP2	h3k36me3_body
CNTNAP3	h3k36me3_body
CNTNAP3B	h3k36me3_body
CNTNAP3P2	h3k36me3_body
CNTNAP4	h3k36me3_body
CNTNAP5	h3k36me3_body
CNTRL	h3k36me3_body
CNTROB	h3k36me3_body
COA1	h3k36me3_body
COA3	h3k36me3_body
COA4	h3k36me3_body
COA5	h3k36me3_body
COA6	h3k36me3_body
COA7	h3k36me3_body
COASY	h3k36me3_body
COBL	h3k36me3_body
COBLL1	h3k36me3_body
COCH	h3k36me3_body
COG1	h3k36me3_body
COG2	h3k36me3_body
COG3	h3k36me3_body
COG4	h3k36me3_body
COG5	h3k36me3_body
COG6	h3k36me3_body
COG7	h3k36me3_body
COG8	h3k36me3_body
COIL	h3k36me3_body
COL10A1	h3k36me3_body
COL11A1	h3k36me3_body
COL11A2	h3k36me3_body
COL12A1	h3k36me3_body
COL13A1	h3k36me3_body
COL14A1	h3k36me3_body
COL15A1	h3k36me3_body
COL16A1	h3k36me3_body
COL17A1	h3k36me3_body
COL18A1	h3k36me3_body
COL18A1-AS1	h3k36me3_body
COL18A1-AS2	h3k36me3_body
COL19A1	h3k36me3_body
COL1A1	h3k36me3_body
COL1A2	h3k36me3_body
COL20A1	h3k36me3_body
COL21A1	h3k36me3_body
COL22A1	h3k36me3_body
COL23A1	h3k36me3_body
COL24A1	h3k36me3_body
COL25A1	h3k36me3_body
COL26A1	h3k36me3_body
COL27A1	h3k36me3_body
COL28A1	h3k36me3_body
COL2A1	h3k36me3_body
COL3A1	h3k36me3_body
COL4A1	h3k36me3_body
COL4A2	h3k36me3_body
COL4A2-AS1	h3k36me3_body
COL4A2-AS2	h3k36me3_body
COL4A3	h3k36me3_body
COL4A3BP	h3k36me3_body
COL4A4	h3k36me3_body
COL4A5	h3k36me3_body
COL4A6	h3k36me3_body
COL5A1	h3k36me3_body
COL5A1-AS1	h3k36me3_body
COL5A2	h3k36me3_body
COL5A3	h3k36me3_body
COL6A1	h3k36me3_body
COL6A2	h3k36me3_body
COL6A3	h3k36me3_body
COL6A4P1	h3k36me3_body
COL6A4P2	h3k36me3_body
COL6A5	h3k36me3_body
COL6A6	h3k36me3_body
COL7A1	h3k36me3_body
COL8A1	h3k36me3_body
COL8A2	h3k36me3_body
COL9A1	h3k36me3_body
COL9A2	h3k36me3_body
COL9A3	h3k36me3_body
COLCA1	h3k36me3_body
COLCA2	h3k36me3_body
COLEC10	h3k36me3_body
COLEC11	h3k36me3_body
COLEC12	h3k36me3_body
COLGALT1	h3k36me3_body
COLGALT2	h3k36me3_body
COLQ	h3k36me3_body
COMMD1	h3k36me3_body
COMMD10	h3k36me3_body
COMMD2	h3k36me3_body
COMMD3	h3k36me3_body
COMMD3-BMI1	h3k36me3_body
COMMD5	h3k36me3_body
COMMD6	h3k36me3_body
COMMD7	h3k36me3_body
COMMD8	h3k36me3_body
COMMD9	h3k36me3_body
COMP	h3k36me3_body
COMT	h3k36me3_body
COMTD1	h3k36me3_body
COPA	h3k36me3_body
COPB1	h3k36me3_body
COPB2	h3k36me3_body
COPE	h3k36me3_body
COPG1	h3k36me3_body
COPG2	h3k36me3_body
COPRS	h3k36me3_body
COPS3	h3k36me3_body
COPS4	h3k36me3_body
COPS5	h3k36me3_body
COPS6	h3k36me3_body
COPS7A	h3k36me3_body
COPS7B	h3k36me3_body
COPS8	h3k36me3_body
COPS9	h3k36me3_body
COPZ1	h3k36me3_body
COPZ2	h3k36me3_body
COQ10A	h3k36me3_body
COQ10B	h3k36me3_body
COQ2	h3k36me3_body
COQ3	h3k36me3_body
COQ4	h3k36me3_body
COQ5	h3k36me3_body
COQ6	h3k36me3_body
COQ7	h3k36me3_body
COQ8A	h3k36me3_body
COQ8B	h3k36me3_body
COQ9	h3k36me3_body
CORIN	h3k36me3_body
CORO1A	h3k36me3_body
CORO1B	h3k36me3_body
CORO1C	h3k36me3_body
CORO2A	h3k36me3_body
CORO6	h3k36me3_body
CORO7	h3k36me3_body
CORO7-PAM16	h3k36me3_body
CORT	h3k36me3_body
COTL1	h3k36me3_body
COX10	h3k36me3_body
COX10-AS1	h3k36me3_body
COX11	h3k36me3_body
COX14	h3k36me3_body
COX15	h3k36me3_body
COX16	h3k36me3_body
COX17	h3k36me3_body
COX18	h3k36me3_body
COX19	h3k36me3_body
COX20	h3k36me3_body
COX4I1	h3k36me3_body
COX4I2	h3k36me3_body
COX5B	h3k36me3_body
A1BG	h3k27me3_body
COX6A1	h3k36me3_body
A1BG-AS1	h3k27me3_body
COX6A2	h3k36me3_body
A1CF	h3k27me3_body
COX6B1	h3k36me3_body
A2M	h3k27me3_body
COX6B2	h3k36me3_body
A2M-AS1	h3k27me3_body
COX6C	h3k36me3_body
A2ML1	h3k27me3_body
COX7A1	h3k36me3_body
A2MP1	h3k27me3_body
COX7A2	h3k36me3_body
A3GALT2	h3k27me3_body
COX7A2L	h3k36me3_body
A4GALT	h3k27me3_body
COX7B	h3k36me3_body
A4GNT	h3k27me3_body
COX7B2	h3k36me3_body
AA06	h3k27me3_body
COX7C	h3k36me3_body
AAAS	h3k27me3_body
COX8A	h3k36me3_body
AACS	h3k27me3_body
COX8C	h3k36me3_body
AACSP1	h3k27me3_body
CP	h3k36me3_body
AADAC	h3k27me3_body
CPA1	h3k36me3_body
AADACL2	h3k27me3_body
CPA2	h3k36me3_body
AADACL2-AS1	h3k27me3_body
CPA3	h3k36me3_body
AADACL3	h3k27me3_body
CPA4	h3k36me3_body
AADACL4	h3k27me3_body
CPA5	h3k36me3_body
AADACP1	h3k27me3_body
CPA6	h3k36me3_body
AADAT	h3k27me3_body
CPAMD8	h3k36me3_body
AAED1	h3k27me3_body
CPB1	h3k36me3_body
AAK1	h3k27me3_body
CPB2	h3k36me3_body
AAMDC	h3k27me3_body
CPB2-AS1	h3k36me3_body
AAMP	h3k27me3_body
CPD	h3k36me3_body
AANAT	h3k27me3_body
CPE	h3k36me3_body
AAR2	h3k27me3_body
CPEB2	h3k36me3_body
AARD	h3k27me3_body
CPEB2-AS1	h3k36me3_body
AARS	h3k27me3_body
CPEB3	h3k36me3_body
AARS2	h3k27me3_body
CPEB4	h3k36me3_body
AARSD1	h3k27me3_body
CPED1	h3k36me3_body
AASDH	h3k27me3_body
CPLX1	h3k36me3_body
AASDHPPT	h3k27me3_body
CPLX2	h3k36me3_body
AASS	h3k27me3_body
CPLX4	h3k36me3_body
AATBC	h3k27me3_body
CPM	h3k36me3_body
AATF	h3k27me3_body
CPN1	h3k36me3_body
AATK	h3k27me3_body
CPN2	h3k36me3_body
AATK-AS1	h3k27me3_body
CPNE1	h3k36me3_body
ABALON	h3k27me3_body
CPNE2	h3k36me3_body
ABAT	h3k27me3_body
CPNE3	h3k36me3_body
ABCA1	h3k27me3_body
CPNE4	h3k36me3_body
ABCA10	h3k27me3_body
CPNE5	h3k36me3_body
ABCA11P	h3k27me3_body
CPNE6	h3k36me3_body
ABCA12	h3k27me3_body
CPNE7	h3k36me3_body
ABCA13	h3k27me3_body
CPNE8	h3k36me3_body
ABCA17P	h3k27me3_body
CPNE9	h3k36me3_body
ABCA2	h3k27me3_body
CPO	h3k36me3_body
ABCA3	h3k27me3_body
CPOX	h3k36me3_body
ABCA4	h3k27me3_body
CPPED1	h3k36me3_body
ABCA5	h3k27me3_body
CPQ	h3k36me3_body
ABCA6	h3k27me3_body
CPS1	h3k36me3_body
ABCA7	h3k27me3_body
CPS1-IT1	h3k36me3_body
ABCA8	h3k27me3_body
CPSF1	h3k36me3_body
ABCA9	h3k27me3_body
CPSF2	h3k36me3_body
ABCA9-AS1	h3k27me3_body
CPSF3	h3k36me3_body
ABCB1	h3k27me3_body
CPSF3L	h3k36me3_body
ABCB10	h3k27me3_body
CPSF4	h3k36me3_body
ABCB11	h3k27me3_body
CPSF4L	h3k36me3_body
ABCB4	h3k27me3_body
CPSF6	h3k36me3_body
ABCB5	h3k27me3_body
CPSF7	h3k36me3_body
ABCB6	h3k27me3_body
CPT1A	h3k36me3_body
ABCB7	h3k27me3_body
CPT1B	h3k36me3_body
ABCB8	h3k27me3_body
CPT1C	h3k36me3_body
ABCB9	h3k27me3_body
CPT2	h3k36me3_body
ABCC1	h3k27me3_body
CPTP	h3k36me3_body
ABCC10	h3k27me3_body
CPVL	h3k36me3_body
ABCC11	h3k27me3_body
CPXCR1	h3k36me3_body
ABCC12	h3k27me3_body
CPXM1	h3k36me3_body
ABCC13	h3k27me3_body
CPXM2	h3k36me3_body
ABCC2	h3k27me3_body
CPZ	h3k36me3_body
ABCC3	h3k27me3_body
CR1	h3k36me3_body
ABCC4	h3k27me3_body
CR1L	h3k36me3_body
ABCC5	h3k27me3_body
CR2	h3k36me3_body
ABCC5-AS1	h3k27me3_body
CRABP2	h3k36me3_body
ABCC6	h3k27me3_body
CRACR2A	h3k36me3_body
ABCC6P1	h3k27me3_body
CRACR2B	h3k36me3_body
ABCC6P2	h3k27me3_body
CRADD	h3k36me3_body
ABCC8	h3k27me3_body
CRAMP1	h3k36me3_body
ABCC9	h3k27me3_bodyCRAT	h3k36me3_body

CRAT40	h3k36me3_body
ABCD1	h3k27me3_body
CRAT8	h3k36me3_body
ABCD2	h3k27me3_body
CRB1	h3k36me3_body
ABCD3	h3k27me3_body
CRB2	h3k36me3_body
ABCD4	h3k27me3_body
CRB3	h3k36me3_body
ABCE1	h3k27me3_body
CRBN	h3k36me3_body
ABCF1	h3k27me3_body
CRCP	h3k36me3_body
ABCF2	h3k27me3_body
CRCT1	h3k36me3_body
ABCF3	h3k27me3_body
CREB1	h3k36me3_body
ABCG1	h3k27me3_body
CREB3	h3k36me3_body
ABCG2	h3k27me3_body
CREB3L1	h3k36me3_body
ABCG4	h3k27me3_body
CREB3L2	h3k36me3_body
ABCG5	h3k27me3_body
CREB3L3	h3k36me3_body
ABCG8	h3k27me3_body
CREB3L4	h3k36me3_body
ABHD1	h3k27me3_body
CREB5	h3k36me3_body
ABHD10	h3k27me3_body
CREBBP	h3k36me3_body
ABHD11	h3k27me3_body
CREBL2	h3k36me3_body
ABHD11-AS1	h3k27me3_body
CREBRF	h3k36me3_body
ABHD12	h3k27me3_body
CREBZF	h3k36me3_body
ABHD12B	h3k27me3_body
CREG1	h3k36me3_body
ABHD13	h3k27me3_body
CREG2	h3k36me3_body
ABHD14A	h3k27me3_body
CRELD1	h3k36me3_body
ABHD14A-ACY1	h3k27me3_body
CRELD2	h3k36me3_body
ABHD14B	h3k27me3_body
CREM	h3k36me3_body
ABHD15	h3k27me3_body
CRH	h3k36me3_body
ABHD16A	h3k27me3_body
CRHBP	h3k36me3_body
ABHD16B	h3k27me3_body
CRHR1	h3k36me3_body
ABHD17A	h3k27me3_body
CRHR1-IT1	h3k36me3_body
ABHD17B	h3k27me3_body
CRHR2	h3k36me3_body
ABHD18	h3k27me3_body
CRIM1	h3k36me3_body
ABHD3	h3k27me3_body
CRIP1	h3k36me3_body
ABHD4	h3k27me3_body
CRIP2	h3k36me3_body
ABHD5	h3k27me3_body
CRIP3	h3k36me3_body
ABHD6	h3k27me3_body
CRIPAK	h3k36me3_body
ABHD8	h3k27me3_body
CRIPT	h3k36me3_body
ABI1	h3k27me3_body
CRISP1	h3k36me3_body
ABI2	h3k27me3_body
CRISP2	h3k36me3_body
ABI3	h3k27me3_body
CRISP3	h3k36me3_body
ABI3BP	h3k27me3_body
CRISPLD1	h3k36me3_body
ABL1	h3k27me3_body
CRISPLD2	h3k36me3_body
ABL2	h3k27me3_body
CRK	h3k36me3_body
ABLIM1	h3k27me3_body
CRKL	h3k36me3_body
ABLIM2	h3k27me3_body
CRLF1	h3k36me3_body
ABLIM3	h3k27me3_body
CRLF2	h3k36me3_body
ABO	h3k27me3_body
CRLF2	h3k36me3_body
ABR	h3k27me3_body
CRLF3	h3k36me3_body
ABRA	h3k27me3_body
CRLS1	h3k36me3_body
ABRACL	h3k27me3_body
CRMP1	h3k36me3_body
ABT1	h3k27me3_body
CRNDE	h3k36me3_body
ABTB1	h3k27me3_body
CRNKL1	h3k36me3_body
ABTB2	h3k27me3_body
CRNN	h3k36me3_body
ACAA1	h3k27me3_body
CROCC	h3k36me3_body
ACAA2	h3k27me3_body
CROCCP2	h3k36me3_body
ACACA	h3k27me3_body
CROCCP3	h3k36me3_body
ACACB	h3k27me3_body
CROT	h3k36me3_body
ACAD10	h3k27me3_body
CRP	h3k36me3_body
ACAD11	h3k27me3_body
CRSP8P	h3k36me3_body
ACAD8	h3k27me3_body
CRTAC1	h3k36me3_body
ACAD9	h3k27me3_body
CRTAM	h3k36me3_body
ACADL	h3k27me3_body
CRTAP	h3k36me3_body
ACADM	h3k27me3_body
CRTC1	h3k36me3_body
ACADS	h3k27me3_body
CRTC2	h3k36me3_body
ACADSB	h3k27me3_body
CRX	h3k36me3_body
ACADVL	h3k27me3_body
CRY1	h3k36me3_body
ACAP1	h3k27me3_body
CRY2	h3k36me3_body
ACAP2	h3k27me3_body
CRYAA	h3k36me3_body
ACAP3	h3k27me3_body
CRYAB	h3k36me3_body
ACAT1	h3k27me3_body
CRYBA1	h3k36me3_body
ACAT2	h3k27me3_body
CRYBA2	h3k36me3_body
ACBD3	h3k27me3_body
CRYBA4	h3k36me3_body
ACBD4	h3k27me3_body
CRYBB1	h3k36me3_body
ACBD5	h3k27me3_body
CRYBB2	h3k36me3_body
ACBD6	h3k27me3_body
CRYBB2P1	h3k36me3_body
ACBD7	h3k27me3_body
CRYBB3	h3k36me3_body
ACCS	h3k27me3_body
CRYBG3	h3k36me3_body
ACCSL	h3k27me3_body
CRYGA	h3k36me3_body
ACD	h3k27me3_body
CRYGB	h3k36me3_body
ACE	h3k27me3_body
CRYGC	h3k36me3_body
ACE2	h3k27me3_body
CRYGD	h3k36me3_body
ACER1	h3k27me3_body
CRYGN	h3k36me3_body
ACER2	h3k27me3_body
CRYGS	h3k36me3_body
ACER3	h3k27me3_body
CRYL1	h3k36me3_body
ACHE	h3k27me3_body
CRYM	h3k36me3_body
ACIN1	h3k27me3_body
CRYM-AS1	h3k36me3_body
ACKR1	h3k27me3_body
CRYZ	h3k36me3_body
ACKR2	h3k27me3_body
CRYZL1	h3k36me3_body
ACKR3	h3k27me3_body
CS	h3k36me3_body
ACKR4	h3k27me3_body
CSAD	h3k36me3_body
ACLY	h3k27me3_body
CSAG1	h3k36me3_body
ACMSD	h3k27me3_body
CSAG3	h3k36me3_body
ACO1	h3k27me3_body
CSAG4	h3k36me3_body
ACO2	h3k27me3_body
CSDC2	h3k36me3_body
ACOD1	h3k27me3_body
CSDE1	h3k36me3_body
ACOT1	h3k27me3_body
CSE1L	h3k36me3_body
ACOT11	h3k27me3_body
CSE1L-AS1	h3k36me3_body
ACOT12	h3k27me3_body
CSF1	h3k36me3_body
ACOT13	h3k27me3_body
CSF1R	h3k36me3_body
ACOT2	h3k27me3_body
CSF2	h3k36me3_body
ACOT4	h3k27me3_body
CSF2RA	h3k36me3_body
ACOT6	h3k27me3_body
CSF2RA	h3k36me3_body
ACOT7	h3k27me3_body
CSF2RB	h3k36me3_body
ACOT8	h3k27me3_body
CSF3	h3k36me3_body
ACOT9	h3k27me3_body
CSF3R	h3k36me3_body
ACOX1	h3k27me3_body
CSGALNACT1	h3k36me3_body
ACOX2	h3k27me3_body
CSGALNACT2	h3k36me3_body
ACOX3	h3k27me3_body
CSH1	h3k36me3_body
ACOXL	h3k27me3_body
CSH2	h3k36me3_body
ACP1	h3k27me3_body
CSHL1	h3k36me3_body
ACP2	h3k27me3_body
CSMD1	h3k36me3_body
ACP5	h3k27me3_body
CSMD2	h3k36me3_body
ACP6	h3k27me3_body
CSMD2-AS1	h3k36me3_body
ACP7	h3k27me3_body
CSMD3	h3k36me3_body
ACPP	h3k27me3_body
CSN1S1	h3k36me3_body
ACPT	h3k27me3_body
CSN1S2AP	h3k36me3_body
ACR	h3k27me3_body
CSN1S2BP	h3k36me3_body
ACRBP	h3k27me3_body
CSN2	h3k36me3_body
ACRC	h3k27me3_body
CSN3	h3k36me3_body
ACRV1	h3k27me3_body
CSNK1A1	h3k36me3_body
ACSBG2	h3k27me3_body
CSNK1A1L	h3k36me3_body
ACSF2	h3k27me3_body
CSNK1D	h3k36me3_body
ACSF3	h3k27me3_body
CSNK1E	h3k36me3_body
ACSL1	h3k27me3_body
CSNK1G2	h3k36me3_body
ACSL3	h3k27me3_body
CSNK1G2-AS1	h3k36me3_body
ACSL4	h3k27me3_body
CSNK1G3	h3k36me3_body
ACSL5	h3k27me3_body
CSNK2A1	h3k36me3_body
ACSL6	h3k27me3_body
CSNK2A2	h3k36me3_body
ACSM1	h3k27me3_body
CSNK2A3	h3k36me3_body
ACSM2A	h3k27me3_body
CSNK2B	h3k36me3_body
ACSM2B	h3k27me3_body
CSPG4P1Y	h3k36me3_body
ACSM3	h3k27me3_body
CSPG5	h3k36me3_body
ACSM4	h3k27me3_body
CSPP1	h3k36me3_body
ACSM5	h3k27me3_body
CSRNP1	h3k36me3_body
ACSM6	h3k27me3_body
CSRNP2	h3k36me3_body
ACSS1	h3k27me3_body
CSRNP3	h3k36me3_body
ACSS2	h3k27me3_body
CSRP1	h3k36me3_body
ACSS3	h3k27me3_body
CSRP2	h3k36me3_body
ACTA1	h3k27me3_body
CSRP3	h3k36me3_body
ACTA2	h3k27me3_body
CST1	h3k36me3_body
ACTA2-AS1	h3k27me3_body
CST11	h3k36me3_body
ACTB	h3k27me3_body
CST13P	h3k36me3_body
ACTBL2	h3k27me3_body
CST2	h3k36me3_body
ACTG1	h3k27me3_body
CST3	h3k36me3_body
ACTG1P20	h3k27me3_body
CST4	h3k36me3_body
ACTG1P4	h3k27me3_body
CST5	h3k36me3_body
ACTG2	h3k27me3_body
CST6	h3k36me3_body
ACTL10	h3k27me3_body
CST7	h3k36me3_body
ACTL6A	h3k27me3_body
CST8	h3k36me3_body
ACTL6B	h3k27me3_body
CST9	h3k36me3_body
ACTL7A	h3k27me3_body
CST9L	h3k36me3_body
ACTL7B	h3k27me3_body
CSTA	h3k36me3_body
ACTL8	h3k27me3_body
CSTB	h3k36me3_body
ACTL9	h3k27me3_body
CSTF1	h3k36me3_body
ACTN1	h3k27me3_body
CSTF2	h3k36me3_body
ACTN1-AS1	h3k27me3_body
CSTF2T	h3k36me3_body
ACTN2	h3k27me3_body
CSTF3	h3k36me3_body
ACTN3	h3k27me3_body
CSTF3-AS1	h3k36me3_body
ACTN4	h3k27me3_body
CSTL1	h3k36me3_body
ACTR10	h3k27me3_body
CT45A1	h3k36me3_body
ACTR1A	h3k27me3_body
CT45A10	h3k36me3_body
ACTR1B	h3k27me3_body
CT45A2	h3k36me3_body
ACTR2	h3k27me3_body
CT45A3	h3k36me3_body
ACTR3	h3k27me3_body
CT45A5	h3k36me3_body
ACTR3B	h3k27me3_body
CT45A6	h3k36me3_body
ACTR3BP2	h3k27me3_body
CT45A7	h3k36me3_body
ACTR3BP5	h3k27me3_body
CT45A8	h3k36me3_body
ACTR3C	h3k27me3_body
CT45A9	h3k36me3_body
ACTR5	h3k27me3_body
CT47A1	h3k36me3_body
ACTR6	h3k27me3_body
CT47A10	h3k36me3_body
ACTR8	h3k27me3_body
CT47A11	h3k36me3_body
ACTRT1	h3k27me3_body
CT47A12	h3k36me3_body
ACTRT2	h3k27me3_body
CT47A2	h3k36me3_body
ACTRT3	h3k27me3_body
CT47A3	h3k36me3_body
ACVR1	h3k27me3_body
CT47A4	h3k36me3_body
ACVR1B	h3k27me3_body
CT47A5	h3k36me3_body
ACVR1C	h3k27me3_body
CT47A6	h3k36me3_body
ACVR2A	h3k27me3_body
CT47A7	h3k36me3_body
ACVR2B	h3k27me3_body
CT47A8	h3k36me3_body
ACVR2B-AS1	h3k27me3_body
CT47A9	h3k36me3_body
ACVRL1	h3k27me3_body
CT47B1	h3k36me3_body
ACY1	h3k27me3_body
CT55	h3k36me3_body
ACY3	h3k27me3_body
CT83	h3k36me3_body
ACYP1	h3k27me3_body
CTAG1A	h3k36me3_body
ACYP2	h3k27me3_body
CTAG1B	h3k36me3_body
ADA	h3k27me3_body
CTAG2	h3k36me3_body
ADAD1	h3k27me3_body
CTAGE1	h3k36me3_body
ADAD2	h3k27me3_body
CTAGE10P	h3k36me3_body
ADAM11	h3k27me3_body
CTAGE11P	h3k36me3_body
ADAM12	h3k27me3_body
CTAGE15	h3k36me3_body
ADAM15	h3k27me3_body
CTAGE4	h3k36me3_body
ADAM17	h3k27me3_body
CTAGE5	h3k36me3_body
ADAM18	h3k27me3_body
CTAGE6	h3k36me3_body
ADAM19	h3k27me3_body
CTAGE7P	h3k36me3_body
ADAM1A	h3k27me3_body
CTAGE8	h3k36me3_body
ADAM2	h3k27me3_body
CTAGE9	h3k36me3_body
ADAM20	h3k27me3_body
CTB-113P19.1	h3k36me3_body
ADAM20P1	h3k27me3_body
ADAM21	h3k27me3_body
CTB-12O2.1	h3k36me3_body
ADAM21P1	h3k27me3_body
CTB-178M22.2	h3k36me3_body
ADAM22	h3k27me3_body
CTB-7E3.1	h3k36me3_body
ADAM23	h3k27me3_body
CTBP1	h3k36me3_body
ADAM28	h3k27me3_body
CTBP1-AS	h3k36me3_body
ADAM29	h3k27me3_body
CTBP1-AS2	h3k36me3_body
ADAM30	h3k27me3_body
CTBP2	h3k36me3_body
ADAM32	h3k27me3_body
CTBS	h3k36me3_body
ADAM33	h3k27me3_body
CTC-338M12.4	h3k36me3_body
ADAM3A	h3k27me3_body
CTC-436P18.1	h3k36me3_body
ADAM5	h3k27me3_body
CTC1	h3k36me3_body
ADAM6	h3k27me3_body
CTCF	h3k36me3_body
ADAM7	h3k27me3_body
CTCFL	h3k36me3_body
ADAM8	h3k27me3_body
CTD-2151A2.1	h3k36me3_body
ADAM9	h3k27me3_body
CTD-2194D22.4	h3k36me3_body
ADAMDEC1	h3k27me3_body
CTD-2201E9.1	h3k36me3_body
ADAMTS1	h3k27me3_body
CTD-2201I18.1	h3k36me3_body
ADAMTS10	h3k27me3_body
CTD-2270F17.1	h3k36me3_body
ADAMTS12	h3k27me3_body
CTD-2297D10.2	h3k36me3_body
ADAMTS13	h3k27me3_body
CTD-2350J17.1	h3k36me3_body
ADAMTS14	h3k27me3_body
CTD-3080P12.3	h3k36me3_body
ADAMTS15	h3k27me3_body
CTDNEP1	h3k36me3_body
ADAMTS16	h3k27me3_body
CTDP1	h3k36me3_body
ADAMTS18	h3k27me3_body
CTDSP1	h3k36me3_body
ADAMTS19	h3k27me3_body
CTDSP2	h3k36me3_body
ADAMTS19-AS1	h3k27me3_body
CTDSPL	h3k36me3_body
ADAMTS2	h3k27me3_body
CTF1	h3k36me3_body
ADAMTS20	h3k27me3_body
CTGF	h3k36me3_body
ADAMTS3	h3k27me3_body
CTH	h3k36me3_body
ADAMTS4	h3k27me3_bodyCTHRC1	h3k36me3_body

CTIF	h3k36me3_body
ADAMTS5	h3k27me3_body
CTLA4	h3k36me3_body
ADAMTS6	h3k27me3_body
ADAMTS8	h3k27me3_body
CTNNA1	h3k36me3_body
ADAMTS9	h3k27me3_body
CTNNA2	h3k36me3_body
ADAMTS9-AS1	h3k27me3_body
CTNNA3	h3k36me3_body
ADAMTS9-AS2	h3k27me3_body
CTNNAL1	h3k36me3_body
ADAMTSL1	h3k27me3_body
CTNNB1	h3k36me3_body
ADAMTSL2	h3k27me3_body
CTNNBIP1	h3k36me3_body
ADAMTSL4	h3k27me3_body
CTNNBL1	h3k36me3_body
ADAMTSL4-AS1	h3k27me3_body
CTNND1	h3k36me3_body
ADAMTSL5	h3k27me3_body
CTNND2	h3k36me3_body
ADAP1	h3k27me3_body
CTNS	h3k36me3_body
ADAP2	h3k27me3_body
CTPS1	h3k36me3_body
ADAR	h3k27me3_body
CTPS2	h3k36me3_body
ADARB1	h3k27me3_body
CTR9	h3k36me3_body
ADARB2	h3k27me3_body
CTRB1	h3k36me3_body
ADARB2-AS1	h3k27me3_body
CTRB2	h3k36me3_body
ADAT1	h3k27me3_body
CTRC	h3k36me3_body
ADAT2	h3k27me3_body
CTRL	h3k36me3_body
ADAT3	h3k27me3_body
CTSA	h3k36me3_body
ADCK1	h3k27me3_body
CTSB	h3k36me3_body
ADCK2	h3k27me3_body
CTSC	h3k36me3_body
ADCK5	h3k27me3_body
CTSD	h3k36me3_body
ADCY1	h3k27me3_body
CTSE	h3k36me3_body
ADCY10	h3k27me3_body
CTSF	h3k36me3_body
ADCY10P1	h3k27me3_body
CTSG	h3k36me3_body
ADCY2	h3k27me3_body
CTSK	h3k36me3_body
ADCY3	h3k27me3_body
CTSL	h3k36me3_body
ADCY4	h3k27me3_body
CTSL3P	h3k36me3_body
ADCY5	h3k27me3_body
CTSLP2	h3k36me3_body
ADCY6	h3k27me3_body
CTSLP8	h3k36me3_body
ADCY7	h3k27me3_body
CTSO	h3k36me3_body
ADCY8	h3k27me3_body
CTSS	h3k36me3_body
ADCY9	h3k27me3_body
CTSV	h3k36me3_body
ADCYAP1	h3k27me3_body
CTSW	h3k36me3_body
ADCYAP1R1	h3k27me3_body
CTSZ	h3k36me3_body
ADD1	h3k27me3_body
CTTN	h3k36me3_body
ADD2	h3k27me3_body
CTTNBP2	h3k36me3_body
ADD3	h3k27me3_body
CTTNBP2NL	h3k36me3_body
ADD3-AS1	h3k27me3_body
CTU1	h3k36me3_body
ADGB	h3k27me3_body
CTU2	h3k36me3_body
ADGRA1	h3k27me3_body
CTXN1	h3k36me3_body
ADGRA1-AS1	h3k27me3_body
CTXN3	h3k36me3_body
ADGRA2	h3k27me3_body
CUBN	h3k36me3_body
ADGRA3	h3k27me3_body
CUEDC1	h3k36me3_body
ADGRB1	h3k27me3_body
CUEDC2	h3k36me3_body
ADGRB2	h3k27me3_body
CUL1	h3k36me3_body
ADGRB3	h3k27me3_body
CUL2	h3k36me3_body
ADGRD1	h3k27me3_body
CUL3	h3k36me3_body
ADGRE1	h3k27me3_body
CUL4A	h3k36me3_body
ADGRE2	h3k27me3_body
CUL4B	h3k36me3_body
ADGRE3	h3k27me3_body
CUL5	h3k36me3_body
ADGRE4P	h3k27me3_body
CUL7	h3k36me3_body
ADGRE5	h3k27me3_body
CUL9	h3k36me3_body
ADGRF1	h3k27me3_body
CUTA	h3k36me3_body
ADGRF2	h3k27me3_body
CUTC	h3k36me3_body
ADGRF3	h3k27me3_body
CUX1	h3k36me3_body
ADGRF4	h3k27me3_body
CUX2	h3k36me3_body
ADGRF5	h3k27me3_body
CUZD1	h3k36me3_body
ADGRG1	h3k27me3_body
CWC15	h3k36me3_body
ADGRG2	h3k27me3_body
CWC22	h3k36me3_body
ADGRG3	h3k27me3_body
CWC25	h3k36me3_body
ADGRG4	h3k27me3_body
CWC27	h3k36me3_body
ADGRG5	h3k27me3_body
CWF19L1	h3k36me3_body
ADGRG6	h3k27me3_body
CWF19L2	h3k36me3_body
ADGRG7	h3k27me3_body
CWH43	h3k36me3_body
ADGRL1	h3k27me3_body
CX3CL1	h3k36me3_body
ADGRL2	h3k27me3_body
CX3CR1	h3k36me3_body
ADGRL3	h3k27me3_body
CXADR	h3k36me3_body
ADGRL3-AS1	h3k27me3_body
CXADRP3	h3k36me3_body
ADGRL4	h3k27me3_body
CXCL1	h3k36me3_body
ADGRV1	h3k27me3_body
CXCL10	h3k36me3_body
ADH1A	h3k27me3_body
CXCL11	h3k36me3_body
ADH1B	h3k27me3_body
